tweets,judgements
"So easy for Trump to cruelly wrench immigrant children from their parents, so hard to find and reunite them. So far the US government has spent $80M on care and reunification--an average $30K per child.  ",4
"Re-upping, in light of @realDonaldTrumps statement. Heres what we know about his business dealings w/Saudis, including Saudi customers who boosted his NYC hotel into profitability with *a single five-day stay* this spring.
 ",8
Watch the full interview tonight at 22:30  ,9
Dude forever a walking L ,8
If all it takes is a pretty face why has no other korean group made it as far as them. Just bc kpop stans are used to stanning for looks doesnt mean these “millions of young girls” are just as shallow. Not to mention BTS has a demographic of older fans & male fans. ,8
With +41.852M monthly listeners on Spotify  is now the 4th artist with the most monthly listeners! ,6
"The fact that the Deploraball was NEEDED IN THE FIRST PLACE was always the problem.

Why did I (and ) have to organize an Inauguration event for “regular” Trump supporters?

That was an early indicator of how the base would be treated by the Administration.",5
Hoseok reaction when an army told him they are so happy bc of him is so precious ,9
"List of things Ive currently got under control:

1.",9
"@DrMatthewSweet There was a church next to the digs where I lived in in Muhlhausen in Germany, where the organist could only play music backwards. Shed had a stroke or some brain trauma, theyd let her play a few songs, then get organist on to do rest of sermon!",4
She doesnt look pretty.....yet....but this plant can load some concrete. #cemex Sun City AZ is open for business ,9
"We need more national media attention to the desperate and anti-democratic LameDuckCoup being pushed by the WI GOP.
",9
@ArianaGrande @piersmorgan Piers gets ruined on social media again ,9
 Ive often encouraged people involved in this debate to replace the words ‘electricity with ‘soda and ‘charger with ‘vending machine. Can you imagine having to have a special app or membership card to buy a Coke?!,9
"Vikings had insult rap battles, Rome had a horse as a senator once, and an actual job in the industrial revolution was to walk around the city as an alarm clock. History is weird, so when people claim something is ""unrealistic"" they are usually losers who like oppression.",9
"Essential. Endangered. Extremely snuggly.

Feat. 6-month-old Mexican gray wolf siblings. #savethelobo ",4
"For Amourshippers including  & ,

I made a Amourshipping Picture where Ash & Serena were on the Date in Alola at Hauoli City together

So I hope you like it :)

Amourshipping (Ash x Serena)
Pikamourshipping (Ashs Pikachu x Serenas Pikachu) ",8
"For Amourshippers including @sarahnatochenny & @Haviebird,

I made a Amourshipping Picture where Ash & Serena were on the Date in Alola at Hauoli City together

So I hope you like it :)

Amourshipping (Ash x Serena)
Pikamourshipping (Ashs Pikachu x Serenas Pikachu) ",7
"Hearing an opinion, calmly determining the weight it deserves, and absorbing it into my own opinion, the best one",9
" #YCC #Geeky #Christmas #market on 25th #November 2018 at Holiday Inn in #Sheffield . Plenty of Quirky, Unique and Geeky items as well as a charity #Santa s grotto. Book your tickets for this event now:  We have other events too. ",5
Latvias Digital Freedom Festival has quickly built up a large following and this years event is almost upon us.  @DigiFF,8
"Babban Gona, a social enterprise, is modernizing rural farming for maize and rice growers in northern Nigeria—and they believe that smallholder farmers hold the key to a productive and sustainable future for Nigerian agriculture. ",5
"Before the 2018 midterms, Orange County was a conservative bastion with an ocean view.

But Republicans no longer hold any of the House seats. ",5
ariana making a song about self love then pursuing to create a music video filled with references about the most iconic and amazing female roles in the history .. chief called and said this is IT .,9
"6ix9ines manager is arguing that his client is innocent of all charges and that hes just an ""entertainer who portrays a gangster image"" ",8
"   And made-up problems are so much easier to solve than real problems, which take work, and we know how he feels abut work.",9
"They are now starting a new 5 yr project to add two more lanes. Meanwhile no one can bike, scoot or walk because ""its too dangerous"". ",8
"They are now starting a new 5 yr project to add two more lanes. Meanwhile no one can bike, scoot or walk because ""its too dangerous"". ",8
2018 Asia Artist Awards Announces Popularity Award Winners #ICYMI  ,6
"Fun fact ""The Base"" is literally just what ""Al-Qaeda"" means in English ",9
"Wow @VibertKevin five whole years as friends. I cant believe it is just now, and at no time previous, been our five year friendship anniversary ",7
"His great-grandfather was a fishmonger-turned-retailer, his grandfather cofounded a conglomerate, and his father is the mayor of Bay St. Now, Bram Belzberg is making his mark as CEO of a software firm that helps schools handle pizza day payments ",7
"An interview with the Indian anthropologist who first made contact with the Sentinelese and Jarawa tribes, and, late in life, came to regret it. ",9
I dont want to have/should keep reinstalling this Game! Ive been playing it since release with only a few problems along the way like this but due to human error or Infact providing help of what do we need to install but after that it has been working until now!  ,3
Sandra Parks. Her name is Sandra Parks. ,9
     Sweetie he isnt my president. I prefer presidents that can get elected without committing treason.,4
"With their #ProjectBuy23 initiative,  #ARMY sent a 2016 album cut to No. 1 on the  charts. A breakdown of how it happened and the songs significance: ",4
"someone: CHANYEOL

my brain:
dont say it
dont say it
dont say it
dont say it
dont say it
dont say it
dont say it
dont say it
dont say it
dont say it

me:
a visual ,a singer,a dancer,
a rapper,an actor,a producer, a composer,an idol,a role model, a genius, a legend.",9
"🗣“I made it!”

After landing on #Mars, our  spacecraft will essentially yell to us — getting louder and clearer as time goes on. Discover how well monitor Mondays #MarsLanding to know whats happening 91 million miles away:  ",8
mood: want your attention but dont wanna bother you,9
"Please take a minute to watch this and if you can, take a few seconds to retweet this using the #retweet4good
All the money goes to a great organization for the immediate needs and the recovery efforts for the #CampFireParadise
Thank you 🙏🏻 #ButteStrong #payitforward ",7
I want your attention hahaha idc if im clingyy,7
@kylegriffin1 But we need them there. The Mississippi special election is not over yet.,7
   Alright now this is valid for you.,9
no14 in series A Spirituality for Turbulent Times #spirituality #stillness #prayer #contemplation #action #mission #resilience #simplicity ,8
"Taeyeon really saved the instastory video of her dancing to Likey at the bookstore on her instagram highlights, which can be viewed from her profile by anyone at anytime.

Someone hold me,, my Sonce heart cant take this ",9
"I love how the video @yrfatfriend shared has added sections at the end about taking photos but the link no longer has that section of video 🤣

100% unacceptable to fat shame “Americans are getting larger” as the opening line.
Shame on you @USATODAY",9
"thank God I fell in love with a romantic because this that cute stuff I never thought I would experience 😭
thank you boo, for this beautiful surprise and for loving me as much as you do!
🍷🕯🌴💐🌺🌼💘 ",6
Founder of health care company shocks employees with $20 million gift before Thanksgiving ,3
Is insanity a defense against impeachment?,9
Is insanity a defense against impeachment?,7
" I think we can safely say you are the single most hated president this country has ever seen, and rightfully so",2
Couldnt be more excited and proud,9
"Temperatures are dropping below freezing. Please send unsheltered youth to  in NYC - 460 West 41st St., east of 10th Ave & in Newark NJ to 330 Washington Ave, 2 blocks from City Hall. We have beds, hot food, showers, clean clothes & connections to permanent housing",2
Whenever I think Im having a bad day I think about the time I ran a half marathon and at the starting line all my music mysteriously disappeared and I had to listen to Sugar by Maroon 5 for 13.1 miles,9
saw this in a bathroom & thought it should be shared. yall see how ridiculous this “logic” sounds when its applied to a different situation ? stop. victim. blaming. thanks for coming to my ted talk🗣 ,7
